title,link,price,carYear,location,mileage,engineSize,engineType,Transmission,Colour,Owners,NCT,BodyType
Ford Fiesta MCA ZETEC 1.25 60PS M5 4DR,http://www.carzone.ie/search/Ford/Fiesta/MCA-ZETE/43813953126340130/advert?channel=CARS,"14,400",2013 ,Sligo,"7,456",1.2,Petrol,Manual,Metallic Blue,1,,Hatchback
"Ford Fiesta 1.25 Zetec 5 Dr with ONLY 3,000 Klms...One Owner",http://www.carzone.ie/search/Ford/Fiesta/1.25-Zet/44213936795761710/advert?channel=CARS,"14,495",2013 ,Dublin,"2,194",1.2,Petrol,Manual,Silver Metallic,1,,Hatchback
Ford Fiesta ZETEC 1.0 65PS M5 5DR,http://www.carzone.ie/search/Ford/Fiesta/ZETEC-1./37113790878555450/advert?channel=CARS,"14,495",2013 ,Limerick,"7,854",0.9,Petrol,Manual,White,1,"April, 2017",Hatchback
Ford Fiesta MCA ZETEC 1.25 60PS M5,http://www.carzone.ie/search/Ford/Fiesta/MCA-ZETE/37313812215536600/advert?channel=CARS,"14,500",2013 ,Mayo,"13,626",1.2,Petrol,Manual,Metallic Orange,1,"March, 2017",Hatchback
Ford Fiesta MCA ZETEC 1.0 65PS M5 4 4DR,http://www.carzone.ie/search/Ford/Fiesta/MCA-ZETE/37213856320575830/advert?channel=CARS,"14,750",2013 ,Tipperary,"5,901",1.0,Petrol,Manual,Blue,1,"January, 2017",Hatchback
Ford Fiesta 1.25 60PS 3 DR STYLE,http://www.carzone.ie/search/Ford/Fiesta/1.25-60P/37613864326193960/advert?channel=CARS,"13,450",2013 ,Cork,"6,214",1.2,Petrol,Manual,Silver,1,"January, 2017",Hatchback
Ford Fiesta MCA 1.25 60PS M5 4DR,http://www.carzone.ie/search/Ford/Fiesta/MCA-1.25/38613922021053980/advert?channel=CARS,"13,450",2013 ,Dublin,"21,700",1.2,Petrol,Manual,Silver,1,"February, 2017",Hatchback
Ford Fiesta MCA 1.25 60PS M5 4DR,http://www.carzone.ie/search/Ford/Fiesta/MCA-1.25/38213923890899150/advert?channel=CARS,"13,450",2013 ,Dublin,"26,250",1.2,Petrol,Manual,Black,1,"February, 2017",Hatchback
Ford Fiesta MCA ZETEC 1.25 60PS M5,http://www.carzone.ie/search/Ford/Fiesta/MCA-ZETE/38713917013218650/advert?channel=CARS,"13,500",2013 ,Dublin,"11,811",1.2,Petrol,Manual,Red,1,"January, 2017",Hatchback
Ford Fiesta 1.25 60PS,http://www.carzone.ie/search/Ford/Fiesta/1.25-60P/44413947250409560/advert?channel=CARS,"13,950",2013 ,Dublin,"4,722",1.2,Petrol,Manual,Midnight Sky,1,,Hatchback
Ford Fiesta 1.25 60hp 5 Door,http://www.carzone.ie/search/Ford/Fiesta/1.25-60h/39713927189391120/advert?channel=CARS,"13,950",2013 ,Kilkenny,"5,281",1.2,Petrol,Manual,Red,1,,Hatchback
Ford Fiesta FIESTA ARGENTO 1.25 60PS 2012.5 M5 4DR,http://www.carzone.ie/search/Ford/Fiesta/FIESTA-A/39313916177310800/advert?channel=CARS,"13,950",2013 ,Limerick,"6,835",1.2,Petrol,Manual,Silver,1,"January, 2017",Hatchback
Ford Fiesta Zetec,http://www.carzone.ie/search/Ford/Fiesta/Zetec/38013839075960730/advert?channel=CARS,"13,950",2013 ,Mayo,"25,000",1.0,Petrol,Manual,Metallic Grey,1,"November, 2017",Hatchback
Ford Fiesta 1.0 ZETEC,http://www.carzone.ie/search/Ford/Fiesta/1.0-ZETE/43613953781003220/advert?channel=CARS,"13,995",2013 ,Dublin,"18,019",0.9,Petrol,Manual,Black,,,Hatchback
Ford Fiesta Fiesta MCA Zetac 1.0 65PS,http://www.carzone.ie/search/Ford/Fiesta/Fiesta-M/44813953213992120/advert?channel=CARS,"13,999",2013 ,Waterford,"17,709",0.9,Petrol,Manual,Silver,1,,Hatchback
Ford Fiesta MCA 1.25 60PS M5 4DR,http://www.carzone.ie/search/Ford/Fiesta/MCA-1.25/37313794959231360/advert?channel=CARS,"12,950",2013 ,Dublin,"21,748",1.2,Petrol,Manual,Metallic Black,1,"May, 2017",Hatchback
Ford Fiesta 1.25 60PS 5 Door,http://www.carzone.ie/search/Ford/Fiesta/1.25-60P/39713914423514110/advert?channel=CARS,"12,950",2013 ,Dublin,"24,233",1.2,Petrol,Manual,Moondust Silver,1,"February, 2017",Hatchback
Ford Fiesta 1.25 60PS M5 4DR,http://www.carzone.ie/search/Ford/Fiesta/1.25-60P/41213928235242770/advert?channel=CARS,"12,950",2013 ,Dublin,"24,855",1.2,Petrol,Manual,Burnish Glow,1,"February, 2017",Hatchback
Ford Fiesta Van 1.4TDCi,http://www.carzone.ie/search/Ford/Fiesta/Van-1.4T/34513646380132610/advert?channel=CARS,"13,000",2013 ,Mayo,4,1.4,Diesel,Manual,White,0,,Hatchback
Ford Fiesta Titanium,http://www.carzone.ie/search/Ford/Fiesta/Titanium/42913930022604560/advert?channel=CARS,"15,950",2012,Kildare,"8,575",1.4,Diesel,Manual,Metallic Moondust,1,"January, 2016",Hatchback
Ford Fiesta ZETEC 5YR WARRANTY,http://www.carzone.ie/search/Ford/Fiesta/ZETEC-5Y/5613316332738280/advert?channel=CARS,POA,2013 ,Dublin,3,1.2,Petrol,Manual,Moondust Silver,0,"January, 2018",Hatchback
Ford Fiesta MCA ZETEC 1.5 75PS M5,http://www.carzone.ie/search/Ford/Fiesta/MCA-ZETE/39913924743525690/advert?channel=CARS,POA,2013 ,Cavan,"10,625",1.4,Diesel,Manual,Metallic Midnight Sky,1,"January, 2017",Hatchback
Ford Fiesta ZETEC 1.0 65PS,http://www.carzone.ie/search/Ford/Fiesta/ZETEC-1./38713909895245770/advert?channel=CARS,POA,2013 ,Mayo,"20,493",1.0,Petrol,Manual,Metallic Blue,1,,Hatchback
