title,link,price,carYear,location,mileage,engineSize,engineType,Transmission,Colour,Owners,NCT,BodyType
Mercedes-Benz E-Class E250cdi Avantgarde A/T,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E250cdi-/51214012146010440/advert?channel=CARS,"54,950",2014 ,Waterford,"2,825",2.1,Diesel,Automatic,Palladium Silver Metallic,1,,Saloon
Mercedes-Benz E-Class 200 CDI Auto Blue Efficiency 136bhp,http://www.carzone.ie/search/Mercedes-Benz/E-Class/200-CDI-/36813834222734450/advert?channel=CARS,"55,543",2014 ,Limerick,,2.2,Diesel,Automatic,White,,,Saloon
Mercedes-Benz E-Class E200 CDI A/T Avantgarde,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E200-CDI/42013928233726590/advert?channel=CARS,"55,565",2014 ,Westmeath,0,2.1,Diesel,Automatic,Polar White,0,,Saloon
Mercedes-Benz E-Class E220cdi BE Coupe,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E220cdi-/43713929879583060/advert?channel=CARS,"55,944",2014 ,Waterford,,2.2,Diesel,Automatic,Black,,,Coupe
Mercedes-Benz E-Class 300 CDI Bluetec Hybrid Elegance Auto,http://www.carzone.ie/search/Mercedes-Benz/E-Class/300-CDI-/37013834222708820/advert?channel=CARS,"56,995",2014 ,Limerick,,2.2,Hybrid,Automatic,Black,,,Saloon
Mercedes-Benz E-Class 300 BLUETEC HYBRID - MSL PARK MOTORS,http://www.carzone.ie/search/Mercedes-Benz/E-Class/300-BLUE/51014008640551290/advert?channel=CARS,"57,495",2014 ,Dublin,"3,188",2.1,Hybrid,Automatic,Red,1,"April, 2018",Saloon
Mercedes-Benz E-Class E250 CDI AVANTGARDE AUTO,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E250-CDI/39913925082746370/advert?channel=CARS,"57,900",2014 ,Meath,0,2.1,Diesel,Automatic,Palladium Silver,0,,Saloon
Mercedes-Benz E-Class E 200 cdi AUTO ELEGANCE,http://www.carzone.ie/search/Mercedes-Benz/E-Class/E-200-cd/36313722400166270/advert?channel=CARS,"53,000",2014 ,Dublin,12,2.2,Diesel,Automatic,Metallic Iridum Silver,0,,Saloon
"Mercedes-Benz E-Class 200 Cdi, A/T, Avantgarde Pack.","http://www.carzone.ie/search/Mercedes-Benz/E-Class/200-Cdi,/38713914467326470/advert?channel=CARS","53,475",2014 ,Dublin,0,2.1,Diesel,Automatic,Dolomite Brown,0,,Saloon
Mercedes-Benz E-Class Elegance 200Cdi,http://www.carzone.ie/search/Mercedes-Benz/E-Class/Elegance/49314002430797820/advert?channel=CARS,"53,860",2014 ,Wexford,7,2.1,Diesel,Automatic,Dolomite Brown,0,"June, 2018",Saloon
